Open,High,Low,Close,Volume,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,EMA_9,EMA_21,EMA_50,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,ADX_14,DMP_14,DMN_14,returns,vol_ratio,target
104021.8984375,104023.0390625,103552.609375,103622.4140625,84217856,48.96522237186336,125.92344432482787,-34.64455505158307,160.56799937641094,103843.93220147768,103752.98405513576,103611.22345203877,103424.76431282856,103870.917578125,104317.07084342143,0.8590532859418907,0.22150431818549973,454.77511160714283,15.995023272491782,0.0,0.0,-0.0037947474548400972,0.2909878812838508,0
103708.40625,103799.1796875,103539.890625,103608.6953125,0,48.783292192171665,98.72452735964907,-49.474777613409515,148.1993049730586,103796.88482368215,103739.86689671433,103611.12430931177,103395.57748658281,103849.907421875,104304.23735716719,0.8749741748859551,0.23454081424342627,443.6556919642857,15.6970282388086,0.0,0.0,-0.00013239172358714413,0.0,0
103612.0078125,103613.109375,103448.0,103504.625,575115264,47.346153380805156,67.98786347114947,-64.16915320152731,132.15701667267678,103738.43285894573,103718.4812697403,103606.94786580934,103364.96576287357,103816.038671875,104267.11158087642,0.8689850138225744,0.15480783077352459,411.42801339285717,16.247753116355064,0.0,0.0,-0.0010044553904101639,2.2461307119490015,0
103535.2265625,103690.5703125,103460.9453125,103489.2890625,0,47.125832932675706,41.90826155313698,-72.19900409563185,114.10726564876883,103688.6040996566,103697.64561453662,103602.33379509134,103327.4641850202,103788.816015625,104250.16784622979,0.8890203170548493,0.17538120231110751,399.8939732142857,17.135860005234882,0.0,0.0,-0.00014816668820349932,0.0,0
103495.78125,103559.625,103164.453125,103385.109375,507064320,45.57434657893532,12.68730763955682,-81.13596640736961,93.82327404692643,103627.90515472529,103669.23322912419,103593.81519038188,103271.58161791746,103762.245703125,104252.90978833253,0.9457468501816724,0.11568786111023707,413.31417410714283,16.97638353123128,0.0,0.0,-0.0010066712066896244,2.9384502727908215,0
103374.8984375,103374.8984375,102675.53125,102819.8125,95252480,38.22122508787456,-55.44609423165093,-119.4154946228619,63.96940039121097,103466.28662378024,103592.01316284017,103563.46214370024,103067.41622027742,103706.561328125,104345.70643597258,1.2326030285110714,-0.1936991437760203,442.7114955357143,18.305623062560365,0.0,0.0,-0.005467875194188232,0.5371649792918338,0
102851.546875,103327.3125,102804.5703125,103274.3359375,0,45.794122161286246,-71.93682040731073,-108.72497663881737,36.78815623150663,103427.8964865242,103563.13341508196,103552.12386110415,103018.32770629841,103670.894140625,104323.46057495158,1.2589192747607714,0.19615491828489165,463.5435267857143,17.351676443714325,0.0,0.0,0.004420582244302418,0.0,0
103289.3515625,103541.328125,103205.1328125,103541.1875,0,49.6930808585585,-62.749808061649674,-79.63037143452505,16.880563372875372,103450.55468921937,103561.1383318927,103551.69498419811,103006.970286075,103661.35078125,104315.73127642501,1.262535149779987,0.40818546538595507,445.63671875,18.094108008820495,0.0,0.0,0.0025839097397972743,0.0,0
103526.1640625,103663.1484375,103495.3359375,103652.359375,2262257664,51.26578170537147,-45.968497157649836,-50.27924842442017,4.31075126677033,103490.9156263755,103569.43115399336,103555.64260736681,103028.3194293499,103672.91796875,104317.5165081501,1.2435234814060199,0.48405318000787523,408.734375,17.297626850746237,0.0,0.0,0.001073697121737105,8.488025056401494,0
103666.3359375,103695.9453125,103361.2109375,103361.2109375,0,47.111907815125804,-55.522405313691706,-47.86652526436963,-7.655880049322079,103464.9746886004,103550.50204340304,103548.01783599949,102994.82024621988,103650.54375,104306.26725378011,1.2652582032983588,0.2793789525371202,390.1171875,18.62105488813788,0.0,0.0,-0.0028088934902742446,0.0,0
